ID,GENERO,EDAD,N,AC_Y,ACTIVIDAD
1,0,0,0,0.8772546648979187,1
1,0,0,1,0.9281266331672668,1
1,0,0,2,0.8746593594551086,1
1,0,0,3,0.7931798696517944,1
1,0,0,4,0.7931798696517944,1
1,0,0,5,0.8696315288543701,1
1,0,0,6,0.7869166135787964,1
1,0,0,7,0.8408915400505066,1
1,0,0,8,0.7981406450271606,1
1,0,0,9,0.7981406450271606,1
1,0,0,10,0.8067215085029602,1
1,0,0,11,0.9173718690872192,1
1,0,0,12,0.8681088089942932,1
1,0,0,13,0.8681088089942932,1
1,0,0,14,1.1077204942703247,1
1,0,0,15,0.9367457628250122,1
1,0,0,16,0.9758478999137878,1
1,0,0,17,0.904395341873169,1
1,0,0,18,0.904395341873169,1
1,0,0,19,0.860887885093689,1
1,0,0,20,0.8369554281234741,1
1,0,0,21,0.9084175825119019,1
1,0,0,22,0.9084175825119019,1
1,0,0,23,0.7995005249977112,1
1,0,0,24,0.799720823764801,1
1,0,0,25,0.9249184131622314,1
1,0,0,26,0.9850032925605774,1
1,0,0,27,0.9850032925605774,1
1,0,0,28,0.7738538980484009,1
1,0,0,29,0.8429409861564636,1
1,0,0,30,0.9009668827056885,1
1,0,0,31,0.9009668827056885,1
1,0,0,32,0.9729748368263245,1
1,0,0,33,0.8365819454193115,1
1,0,0,34,0.7777420878410339,1
1,0,0,35,0.7777420878410339,1
1,0,0,36,0.8171027302742004,1
1,0,0,37,0.8139711022377014,1
1,0,0,38,0.9168930649757385,1
1,0,0,39,0.9059755206108093,1
2,0,0,0,0.8490414023399353,1
2,0,0,1,0.9505363702774048,1
2,0,0,2,0.8852320909500122,1
2,0,0,3,0.9786921739578247,1
2,0,0,4,0.9608697295188904,1
2,0,0,5,0.8811811804771423,1
2,0,0,6,0.8811811804771423,1
2,0,0,7,0.8691335320472717,1
2,0,0,8,0.8973659873008728,1
2,0,0,9,0.8987833261489868,1
2,0,0,10,1.0433547496795654,1
2,0,0,11,1.0433547496795654,1
2,0,0,12,0.8788635730743408,1
2,0,0,13,0.8891394734382629,1
2,0,0,14,0.9141445159912109,1
2,0,0,15,0.9141445159912109,1
2,0,0,16,0.8968966603279114,1
2,0,0,17,0.9609176516532898,1
2,0,0,18,0.9097774624824524,1
2,0,0,19,0.9097774624824524,1
2,0,0,20,0.9144988656044006,1
2,0,0,21,0.878193199634552,1
2,0,0,22,0.8859407901763916,1
2,0,0,23,0.968923807144165,1
2,0,0,24,0.968923807144165,1
2,0,0,25,0.9127941727638245,1
2,0,0,26,0.9182530045509338,1
2,0,0,27,0.8415523171424866,1
2,0,0,28,0.8415523171424866,1
2,0,0,29,0.9567804336547852,1
2,0,0,30,0.7815536260604858,1
2,0,0,31,0.9707051515579224,1
2,0,0,32,0.9209919571876526,1
2,0,0,33,0.9209919571876526,1
2,0,0,34,0.8869272470474243,1
2,0,0,35,0.9291130304336548,1
2,0,0,36,0.8274648189544678,1
2,0,0,37,0.8274648189544678,1
2,0,0,38,0.877656877040863,1
2,0,0,39,0.9174580574035645,1
3,0,0,0,0.872897207736969,1
3,0,0,1,0.872897207736969,1
3,0,0,2,0.96663498878479,1
3,0,0,3,0.9575753211975098,1
3,0,0,4,1.048296332359314,1
3,0,0,5,0.955822765827179,1
3,0,0,6,0.955822765827179,1
3,0,0,7,0.8375492095947266,1
3,0,0,8,1.004434585571289,1
3,0,0,9,0.9460927844047546,1
3,0,0,10,0.9460927844047546,1
3,0,0,11,0.8736633062362671,1
3,0,0,12,0.8528242111206055,1
3,0,0,13,0.9246311187744141,1
3,0,0,14,0.9552194476127625,1
3,0,0,15,0.9552194476127625,1
3,0,0,16,0.9697378277778625,1
3,0,0,17,0.8874826431274414,1
3,0,0,18,0.9252153038978577,1
3,0,0,19,0.9252153038978577,1
3,0,0,20,0.951043963432312,1
3,0,0,21,0.972141683101654,1
3,0,0,22,0.7357573509216309,1
3,0,0,23,0.890537679195404,1
3,0,0,24,0.890537679195404,1
3,0,0,25,0.9413905143737793,1
3,0,0,26,0.920082151889801,1
3,0,0,27,0.993287205696106,1
3,0,0,28,0.993287205696106,1
3,0,0,29,0.9018670916557312,1
3,0,0,30,0.9585808515548706,1
3,0,0,31,0.7703966498374939,1
3,0,0,32,0.9036579132080078,1
3,0,0,33,0.9036579132080078,1
3,0,0,34,0.8693825006484985,1
3,0,0,35,0.7985429167747498,1
3,0,0,36,0.7497969269752502,1
3,0,0,37,0.7497969269752502,1
3,0,0,38,0.8156470060348511,1
3,0,0,39,0.9123057723045349,1
